0	 8.80034829394924500434e-01
1	 7.99269623252197747298e-01
2	 7.22447923993984164603e-01
3	 7.18967935956847048473e-01
4	 7.12403454109260980687e-01
5	 7.12036698012316504602e-01
6	 7.11004294116714508078e-01
7	 7.10959316083875969561e-01
8	 7.10766054755536780263e-01
9	 7.10761411861767333775e-01
10	 7.10722405865434003758e-01
11	 7.10722415413861607902e-01
12	 7.10714268528398918079e-01
13	 7.10714490803046383682e-01
14	 7.10712762303488676530e-01
15	 7.10712859073927560871e-01
16	 7.10712489700376148782e-01
17	 7.10712521434167410206e-01
18	 7.10712442244466613417e-01
19	 7.10712451489102003954e-01
20	 7.10712434468771747653e-01
21	 7.10712436965685867563e-01
22	 7.10712433276301291940e-01
23	 7.10712433890307138107e-01
24	 7.10712433054802694699e-01
25	 7.10712433164574886035e-01
26	 7.10712432934101134840e-01
27	 7.10712432908079838612e-01
28	 7.10712432799276094819e-01
29	 7.10712432731902432614e-01
30	 7.10712432642519598147e-01
31	 7.10712432557441431413e-01
32	 7.10712432460752330243e-01
33	 7.10712432359800305726e-01
34	 7.10712432253802095516e-01
35	 7.10712432141229699667e-01
36	 7.10712432019989348575e-01
37	 7.10712431889647944239e-01
38	 7.10712431749866757613e-01
39	 7.10712431600239002982e-01
40	 7.10712431435138403124e-01
41	 7.10712431258608168250e-01
42	 7.10712431056864657464e-01
43	 7.10712430841295983441e-01
44	 7.10712430593264499201e-01
45	 7.10712430324101474000e-01
46	 7.10712430018263785492e-01
47	 7.10712429684197122270e-01
48	 7.10712429292132297221e-01
49	 7.10712428868865653264e-01
50	 7.10712428369194459954e-01
51	 7.10712427864408358147e-01
52	 7.10712427329911355933e-01
53	 7.10712426692028831354e-01
54	 7.10712425894020838335e-01
55	 7.10712424958315103218e-01
56	 7.10712423721252317677e-01
57	 7.10712422141658417551e-01
58	 7.10712421630685486917e-01
59	 7.10712421568460372967e-01
60	 7.10712421506297875595e-01
61	 7.10712421505801494881e-01
62	 7.10712421510951153358e-01
63	 7.10712421500557356424e-01
