0	 4.75151335194641644133e-01	 -2.89711863918834759903e-17
1	 3.32512977908963724971e-01	 1.49772820907202220173e-17
2	 2.11008204799655457728e-01	 1.65786123767132345379e-18
3	 1.78531431309078392200e-01	 2.47512274800822914936e-18
4	 1.57776512857804446233e-01	 2.59951893521465292780e-19
5	 1.46485249494528041447e-01	 1.62945863615687639519e-18
6	 1.38014318221954562782e-01	 5.51058178543649894138e-19
7	 1.32385195429714108695e-01	 6.05776370621287108288e-19
8	 1.27875438450987949368e-01	 1.74690917249373850420e-19
9	 1.24549831068725774808e-01	 1.83866165303747169697e-19
10	 1.21777034975727976862e-01	 7.48488524130174941676e-20
11	 1.19600212657448634612e-01	 4.25110755968505124042e-16
12	 1.17745415609927933653e-01	 8.67608916190350437367e-20
13	 1.16234979750870784376e-01	 -4.12870266065707984740e-16
14	 1.14934731529692232832e-01	 2.90437968033537593975e-20
15	 1.13853339167950651234e-01	 4.04530683906572435358e-16
16	 1.12918593817208742780e-01	 1.87048585637522986513e-20
17	 1.12131654909606609527e-01	 -3.98336283814449106363e-16
18	 1.11450726476397990461e-01	 8.49823045986745789270e-22
19	 1.10873422772958141191e-01	 3.93913776440550865958e-16
20	 1.10374172331673889302e-01	 3.78815109765656724262e-20
21	 1.09949275214594174854e-01	 -3.90571911433329208705e-16
22	 1.09582411538307750165e-01	 7.78644267223397350116e-16
23	 1.09269702964016252045e-01	 3.88288906633792854854e-16
24	 1.09000391381074826502e-01	 6.87884360637139188912e-20
25	 1.08770937489318555991e-01	 -3.86377927893968434019e-16
26	 1.08574069568571199285e-01	 -7.71423676738346758135e-16
27	 1.08406776044197711295e-01	 3.85189623955834687541e-16
28	 1.08264045883111836854e-01	 3.37346779910353571642e-20
29	 1.08143421887273841198e-01	 -3.84195336680454833731e-16
30	 1.08041399205031529718e-01	 7.67701728183440211403e-16
31	 1.07956028638853410162e-01	 3.83517064042063280300e-16
32	 1.07884831190737190409e-01	 7.18379099210700600891e-20
33	 1.07826292034083393023e-01	 -3.83103676777156281974e-16
34	 1.07778646137513173242e-01	 -7.65763271611421105967e-16
35	 1.07740736081443827521e-01	 3.82785569148283311389e-16
36	 1.07711300201681112187e-01	 -2.94133617998097681112e-20
37	 1.07689471501701258815e-01	 -3.82565233942918244289e-16
38	 1.07674347868013497997e-01	 7.65105977614624109078e-16
39	 1.07665294026121266535e-01	 3.82527725932347792487e-16
40	 1.07661667820176498722e-01	 9.66361195922672813073e-20
41	 1.07663019955175173759e-01	 1.14751748739057692289e-15
42	 1.07668896767155977678e-01	 -7.65014790480964062363e-16
43	 1.07679001357730938504e-01	 3.82505132523762675642e-16
44	 1.07693015953829657194e-01	 1.53034966079247583115e-15
45	 1.07710774471570402966e-01	 -3.82675390755681987292e-16
46	 1.07732052448449688864e-01	 7.65485874990127497985e-16
47	 1.07756806573873570310e-01	 -1.14849909413993926175e-15
48	 1.07784863383298401551e-01	 7.92774084456232474613e-20
49	 1.07816308410514122285e-01	 1.14921307742022844240e-15
50	 1.07850975476312768708e-01	 -7.66337978001447139248e-16
51	 1.07889109832243937359e-01	 3.83319305068014267435e-16
52	 1.07930488310886377179e-01	 -1.53375174507788779272e-15
53	 1.07975585945245103336e-01	 -3.83540462370837222278e-16
54	 1.08024010588572694225e-01	 7.67609256413215616216e-16
55	 1.08076621410763962228e-01	 -1.15184658614400174072e-15
56	 1.08132630900419163256e-01	 1.51317348582423308991e-19
57	 1.08193616418971211290e-01	 1.15328184117303669925e-15
58	 1.08257913754164325493e-01	 -7.69041199920980345227e-16
59	 1.08328605798303140295e-01	 3.85041062593889038693e-16
60	 1.08401931180703153812e-01	 1.54058057022627032914e-15
61	 1.08484792368368998527e-01	 -3.85309657312929136404e-16
62	 1.08567341645805795491e-01	 7.71482024170327075425e-16
63	 1.08673051934048997547e-01	 -1.15808523137851246295e-15
