1	 8.46079742226057196497e-01
2	 6.84924120417647941395e-01
3	 5.63138839248889633282e-01
4	 5.17043973511961629796e-01
5	 4.63856292316907392603e-01
6	 4.34051174498611525010e-01
7	 4.02935802696857137128e-01
8	 3.80401919907606633764e-01
9	 3.58377810749085978781e-01
10	 3.39897087653740048729e-01
11	 3.22249083957748705398e-01
12	 3.06337257217465852577e-01
13	 2.91221911234280206315e-01
14	 2.77151506903944078175e-01
15	 2.63785987151362255609e-01
16	 2.51173782048343119389e-01
17	 2.39183281341661224673e-01
18	 2.27803302276629371370e-01
19	 2.16976940213427366144e-01
20	 2.06676715442559999492e-01
21	 1.96873644797389030225e-01
22	 1.87537207781965864495e-01
23	 1.78649570481145186784e-01
24	 1.70181123271919809703e-01
25	 1.62118981690196506396e-01
26	 1.54435531427798061754e-01
27	 1.47120442003040391432e-01
28	 1.40148303795586209874e-01
29	 1.33510348751266466616e-01
30	 1.27183318973912135030e-01
31	 1.21159553452919649397e-01
32	 1.15417817754592214041e-01
33	 1.09951317943570575641e-01
34	 1.04740696500170135663e-01
35	 9.97798799055577001482e-02
36	 9.50512404786050257854e-02
37	 9.05493232897483651955e-02
38	 8.62580888300802650637e-02
39	 8.21726233108277664963e-02
40	 7.82783413757564688895e-02
41	 7.45708079281852259657e-02
42	 7.10367663094950835267e-02
43	 6.76722079020819350381e-02
44	 6.44650881722511753802e-02
45	 6.14117803080473922961e-02
46	 5.85013441841167811108e-02
47	 5.57304959777972092061e-02
48	 5.30893008650585654373e-02
49	 5.05747839179040703517e-02
50	 4.81779247286604553335e-02
51	 4.58960270788795338115e-02
52	 4.37209018427544005014e-02
53	 4.16501046289322052196e-02
54	 3.96762016949968182589e-02
55	 3.77969764280218292751e-02
56	 3.60056812781126209244e-02
57	 3.43003058235808386267e-02
58	 3.26747257009648295334e-02
59	 3.11271172515873335851e-02
60	 2.96519219724317266429e-02
61	 2.82474854478198464380e-02
62	 2.69087629103250264295e-02
63	 2.56342533640585359955e-02
64	 2.44193784042987770133e-02
65	 2.32627761476831701470e-02
66	 2.21602915136672115604e-02
67	 2.11106887834887346767e-02
68	 2.01101971107433899477e-02
69	 1.91576952157057160686e-02
70	 1.82497609896607806967e-02
71	 1.73853769679397883452e-02
72	 1.65614375513268852202e-02
73	 1.57770194606252148195e-02
74	 1.50293043487238486833e-02
75	 1.43174543910938624480e-02
76	 1.36389119346518941644e-02
77	 1.29929166918812729475e-02
78	 1.23771475975485156784e-02
79	 1.17909147197110715510e-02
80	 1.12321117014567064402e-02
81	 1.07001124519178151401e-02
82	 1.01930054647158645220e-02
83	 9.71022257999528716488e-03
84	 9.25002911957313080082e-03
85	 8.81190949251061880765e-03
86	 8.39428949264100880689e-03
87	 7.99670123274279914805e-03
88	 7.61771613485544285549e-03
89	 7.25690960094236073297e-03
90	 6.91298521013668319096e-03
91	 6.58555764785097568631e-03
92	 6.27345042507121680025e-03
93	 5.97631387577857164928e-03
94	 5.69308034829812958932e-03
95	 5.42343252676143368352e-03
96	 5.16640152851825101843e-03
97	 4.92169939470963810346e-03
98	 4.68844687471277419416e-03
99	 4.46638265053290843543e-03
100	 4.25470881177352367591e-03
101	 4.05318821650114177041e-03
102	 3.86109676977530649061e-03
103	 3.67821926899198660410e-03
104	 3.50389860598546848403e-03
105	 3.33793948770779846241e-03
106	 3.17974559579124521277e-03
107	 3.02913970477364409561e-03
108	 2.88558066238123449992e-03
109	 2.74890763918996016216e-03
110	 2.61862954556006015741e-03
111	 2.49460043120973374783e-03
112	 2.37637463779271024614e-03
113	 2.26381971761504532589e-03
114	 2.15653124072902324659e-03
115	 2.05438901283008963639e-03
116	 1.95702601828547442797e-03
117	 1.86433318255378992906e-03
118	 1.77597744307673175226e-03
119	 1.69185981632904752954e-03
120	 1.61167805178840631460e-03
121	 1.53534232337437814321e-03
122	 1.46257834214234003559e-03
123	 1.39330459225549783964e-03
124	 1.32727215958737933613e-03
125	 1.26440706972292616142e-03
126	 1.20448343589812305147e-03
127	 1.14743412742561337429e-03
128	 1.09305415461387095584e-03
129	 1.04128259735654479963e-03
130	 9.91933429820215624775e-04
131	 9.44951367908498018541e-04
132	 9.00167595275648655014e-04
133	 8.57531942420680583401e-04
134	 8.16891210414026841882e-04
135	 7.78199871174201280623e-04
136	 7.41318898400798883229e-04
137	 7.06206976031780375366e-04
138	 6.72737939267929567488e-04
139	 6.40874294392510196819e-04
140	 6.10501548273605933702e-04
141	 5.81585675916300491942e-04
142	 5.54022776095122455702e-04
143	 5.27781971628915515943e-04
144	 5.02768973327842485892e-04
145	 4.78955760605207436168e-04
146	 4.56256767085087117618e-04
147	 4.34646564498054107512e-04
148	 4.14047502323408632766e-04
149	 3.94436504781354589817e-04
150	 3.75743104900507439957e-04
151	 3.57946361750674166280e-04
152	 3.40982327350427020726e-04
153	 3.24831998114073305754e-04
154	 3.09437341970024101280e-04
155	 2.94781113444127229346e-04
156	 2.80810649086225187863e-04
157	 2.67510298882447157976e-04
158	 2.54832271346010739987e-04
159	 2.42762364319715038966e-04
160	 2.31257207568571365340e-04
161	 2.20303912843952074416e-04
162	 2.09863122146984468685e-04
163	 1.99923139581696912136e-04
164	 1.90448248208221625373e-04
165	 1.81427834173042391245e-04
166	 1.72829484756256018547e-04
167	 1.64643568041926066908e-04
168	 1.56840669852482289016e-04
169	 1.49412049365871252684e-04
170	 1.42331013547857812215e-04
171	 1.35589630230955915683e-04
172	 1.29163675787802816183e-04
173	 1.23045951893021394876e-04
174	 1.17214475878120186962e-04
175	 1.11662715368627022631e-04
176	 1.06370721340941446083e-04
177	 1.01332565761230708988e-04
178	 9.65301451156847536940e-05
179	 9.19580798007034694265e-05
180	 8.75999410817885731636e-05
181	 8.34508470477023062790e-05
182	 7.94958888072732743893e-05
183	 7.57306360977582965124e-05
184	 7.21415592686560844249e-05
185	 6.87246379215855385551e-05
186	 6.54675940513903021093e-05
187	 6.23667792055684959375e-05
188	 5.94110512329906121959e-05
189	 5.65970992165686499461e-05
190	 5.39148117798861359080e-05
191	 5.13611843142790203912e-05
192	 4.89270408597516589556e-05
193	 4.66096547780305833558e-05
194	 4.44006989889673083275e-05
195	 4.22976991083306660697e-05
196	 4.02930984048552705756e-05
197	 3.83846514111453655750e-05
198	 3.65655004788545531444e-05
199	 3.48336078792504320574e-05
200	 3.31827503738479253335e-05
201	 3.16110787536985759637e-05
202	 3.01129455001084833372e-05
203	 2.86866724830628231149e-05
204	 2.73271346430827898955e-05
205	 2.60328091017717917484e-05
206	 2.47990449254944608673e-05
207	 2.36244601244165304760e-05
208	 2.25048340287572002977e-05
209	 2.14389125029819759666e-05
210	 2.04228653369048999001e-05
211	 1.94555544208894429931e-05
212	 1.85335038824286782780e-05
213	 1.76556809036824968739e-05
214	 1.68189311695924799699e-05
215	 1.60223174130752854072e-05
216	 1.52629771288323761640e-05
217	 1.45400597606858269714e-05
218	 1.38509676174065095159e-05
219	 1.31949288316855094298e-05
220	 1.25695860280797206608e-05
221	 1.19742387482678369105e-05
222	 1.14067477006786972317e-05
223	 1.08664772295913911426e-05
224	 1.03514859520974178783e-05
225	 9.86119701987478429895e-06
226	 9.39384864990548789081e-06
227	 8.94891736070612591001e-06
228	 8.52480435414851157156e-06
229	 8.12103457835537236660e-06
230	 7.73615714216733252871e-06
231	 7.36974094284167589153e-06
232	 7.02046931315150869816e-06
233	 6.68795103351812232227e-06
234	 6.37099124345675676398e-06
235	 6.06923491673022316354e-06
236	 5.78159773115413815644e-06
237	 5.50775750534851628808e-06
238	 5.24673022947903308627e-06
239	 4.99822352827583846798e-06
240	 4.76134442438401239071e-06
241	 4.53582759093269865483e-06
242	 4.32086266178830854812e-06
243	 4.11620885571120879179e-06
