1	 1.07826882956882674769e+00
2	 1.46405706027862225760e+00
3	 1.75797051058020192826e+00
4	 2.71640327291907102136e+00
5	 3.02955100958940892752e+00
6	 3.31577171324709141231e+00
7	 3.68327459384719091418e+00
8	 3.69388718920713765570e+00
9	 4.80683582259246033885e+00
10	 4.93188853680773409138e+00
11	 5.05290377653329780827e+00
12	 5.11123440702785014622e+00
13	 5.40137391640402508841e+00
14	 5.57930633169923773096e+00
15	 5.73957184538699483056e+00
16	 5.92334341963397115194e+00
17	 5.93393142582918375894e+00
18	 6.82562141467276806139e+00
19	 6.94346916692955584693e+00
20	 6.97385694504789555026e+00
21	 6.98478554084088720799e+00
22	 7.05251642353802488117e+00
23	 7.11351630737957396633e+00
24	 7.38282136029822577683e+00
25	 7.38433291754041487565e+00
26	 7.49454935133838517913e+00
27	 7.64318886882145065442e+00
28	 7.83121827249363366974e+00
29	 7.84294595910226011171e+00
30	 8.10103324001027402801e+00
31	 8.49132411523719987656e+00
32	 8.50098769118589281391e+00
33	 8.53302029528999739227e+00
34	 8.76286878803140645289e+00
35	 8.94283199294206632146e+00
36	 9.16606754044986260510e+00
37	 9.26252241639761741965e+00
38	 9.40898532387514308084e+00
39	 9.46447136025910751300e+00
40	 9.49410195792036759599e+00
41	 9.50049788582897392075e+00
42	 9.54962538139768213341e+00
43	 9.81782288855857387944e+00
44	 9.85982899792892730773e+00
45	 9.90179299682776559166e+00
46	 1.01922360417469040073e+01
47	 1.02793362488768433849e+01
48	 1.04548667910400343573e+01
49	 1.05510819740942416445e+01
50	 1.25331334744769247180e+01
